=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-11-26_22-2-55
====================================================================================
22:2:55 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
22:2:55 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
22:2:55 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
22:2:55 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
22:2:55 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
22:2:55 | [PermissionManager] Adding Super Admin (76561198378002588)
22:2:55 | [PermissionManager] Adding Super Admin (76561198074746423)
22:2:55 | [PermissionManager] Adding Super Admin (76561199830923778)
22:2:55 | [PermissionManager] Loaded UserGroups.json
22:2:55 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
22:2:55 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
22:2:55 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
22:2:55 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
22:2:55 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
22:2:55 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
22:2:55 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
22:2:55 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
22:2:55 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
22:2:55 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
22:2:55 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
22:2:55 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
22:2:55 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
22:2:55 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
22:2:55 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
22:2:55 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
22:2:55 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
22:2:55 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
22:2:55 | Building Sets Loaded: 1
22:2:55 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
22:3:39 | Player "Skullcruncher32" (steamId=76561198378002588) connected to server!
22:4:12 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4648.795898, 43.200001, 4720.724121>)
22:4:13 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4651.484375, 43.199997, 4730.803223>)
22:4:13 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4653.931641, 43.200012, 4739.896973>)
22:4:13 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4655.853027, 43.200005, 4751.444824>)
22:4:13 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4656.656250, 43.199997, 4766.083984>)
22:4:46 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4659.242676, 43.200001, 4785.168457>)
22:4:46 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4661.826660, 43.200001, 4804.271484>)
22:4:46 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4664.408691, 43.200012, 4823.381348>)
22:4:47 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4665.412109, 44.213814, 4830.780762>)
22:4:50 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4660.673828, 43.200008, 4808.079590>)
22:4:50 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4657.907715, 43.200005, 4794.296875>)
22:4:50 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4655.141602, 43.200005, 4780.514648>)
22:4:50 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4652.848145, 43.200001, 4767.654785>)
22:4:51 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4651.036133, 43.199997, 4755.710938>)
22:4:51 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4649.223633, 43.199997, 4743.767090>)
22:4:52 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4651.447266, 43.310009, 4735.642578>)
22:4:52 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4653.817383, 43.200001, 4727.071777>)
22:4:52 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4651.823730, 43.199993, 4719.291992>)
22:4:52 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4649.746582, 43.200001, 4712.254883>)
22:4:52 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4647.469727, 43.200001, 4704.435547>)
22:4:53 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4645.376465, 43.199997, 4697.059570>)
22:4:53 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4645.095703, 43.199997, 4692.747070>)
22:4:53 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4643.961914, 43.200001, 4685.206543>)
22:4:53 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4643.715820, 43.200001, 4679.885254>)
22:4:53 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4643.150879, 43.200001, 4672.328125>)
22:4:54 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4642.982910, 43.200005, 4667.401855>)
22:4:54 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4642.611328, 43.200001, 4659.712402>)
22:4:54 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4642.301758, 43.200001, 4653.348633>)
22:4:54 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4641.766113, 43.200001, 4646.323242>)
22:4:54 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4641.166992, 43.200001, 4638.015137>)
22:4:55 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4640.796875, 43.200001, 4632.885742>)
22:4:57 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4643.217285, 43.200001, 4638.815918>)
22:4:57 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4644.239258, 43.200012, 4641.327637>)
22:4:58 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4646.055176, 43.200001, 4648.039063>)
22:4:58 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4647.275879, 43.200005, 4655.424805>)
22:4:58 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4648.204590, 43.200005, 4661.037598>)
22:4:58 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4649.100586, 43.200001, 4668.148438>)
22:6:35 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4649.128418, 43.200001, 4681.623047>)
22:6:35 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4651.661133, 43.200005, 4696.683105>)
22:6:35 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4653.859863, 43.200001, 4712.136230>)
22:6:35 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4654.868164, 43.200001, 4727.039551>)
22:6:35 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4653.916504, 43.200001, 4740.876465>)
22:6:36 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4653.237793, 43.199997, 4751.939453>)
22:6:36 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4652.571777, 43.200001, 4762.825684>)
22:6:37 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4651.764160, 43.200001, 4756.100098>)
22:6:37 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4650.976074, 43.199993, 4749.385254>)
22:6:38 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4655.815430, 43.199982, 4743.063965>)
22:6:39 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4669.850098, 43.200001, 4744.236328>)
22:6:39 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4686.923340, 43.200001, 4744.261230>)
22:6:39 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4709.171875, 43.200005, 4742.277344>)
22:6:40 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4722.833496, 43.200005, 4740.911133>)
22:6:40 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4733.572266, 43.199997, 4739.471680>)
22:6:40 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4742.991699, 43.200001, 4737.632813>)
22:6:40 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4750.283691, 43.199997, 4736.311035>)
22:6:40 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4760.806641, 43.199997, 4734.351563>)
22:6:41 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4769.134277, 43.200001, 4733.005371>)
22:6:41 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4782.615723, 43.200001, 4730.701660>)
22:6:41 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4796.231445, 43.199997, 4728.678711>)
22:6:44 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4785.397949, 43.199997, 4730.646973>)
22:6:44 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4776.277344, 43.200005, 4732.300293>)
22:6:44 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4764.171875, 43.200001, 4734.082031>)
22:6:44 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4751.120605, 43.200005, 4735.995117>)
22:6:44 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4736.425293, 43.200001, 4737.979492>)
22:6:45 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4721.731445, 43.200012, 4739.964844>)
22:6:45 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4707.037598, 43.199993, 4741.950684>)
22:6:45 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4692.346191, 43.199997, 4743.936035>)
22:6:45 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4677.655273, 43.200001, 4745.921875>)
22:6:46 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4663.458984, 43.199997, 4747.261719>)
22:6:46 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4654.163086, 43.200001, 4746.600098>)
22:6:47 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4652.376953, 43.200008, 4740.128418>)
22:6:48 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4651.720215, 43.200005, 4735.867188>)
22:6:48 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4650.719238, 43.200001, 4728.885742>)
22:6:48 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4650.435547, 43.199997, 4724.268555>)
22:6:48 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4649.688477, 43.200001, 4716.243164>)
22:6:48 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4649.079102, 43.200001, 4709.641602>)
22:6:49 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4648.446777, 43.199997, 4702.773438>)
22:6:49 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4647.793945, 43.199997, 4695.676758>)
22:6:49 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4646.992676, 43.199997, 4685.966309>)
22:6:49 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4646.226074, 43.199997, 4676.697266>)
22:6:49 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4645.434082, 43.199997, 4667.154297>)
22:6:50 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4644.654297, 43.199997, 4657.786133>)
22:7:17 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4642.340332, 43.200001, 4647.559082>)
22:7:18 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4642.888672, 43.200001, 4654.313965>)
22:7:18 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4643.625000, 43.200001, 4661.295410>)
22:7:19 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4644.201172, 43.200001, 4665.582520>)
22:7:19 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4645.291992, 43.200001, 4674.188477>)
22:7:19 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4646.158203, 43.200001, 4680.998047>)
22:7:19 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4647.295410, 43.200001, 4689.949219>)
22:7:19 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4647.645508, 43.200005, 4692.712891>)
22:7:20 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4648.783691, 43.200005, 4701.678223>)
22:7:20 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4649.705566, 43.200005, 4708.942871>)
22:7:20 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4650.844727, 43.200001, 4717.908203>)
22:7:20 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4651.949219, 43.200001, 4726.588867>)
22:7:21 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4653.053711, 43.200005, 4735.270020>)
22:7:21 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4654.177246, 43.200005, 4744.104004>)
22:7:21 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4655.286621, 43.200005, 4752.816895>)
22:7:21 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4656.409180, 43.200005, 4761.626953>)
22:7:22 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4657.353027, 43.200001, 4769.028809>)
22:7:22 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4658.496094, 43.200005, 4777.991211>)
22:7:22 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4659.560059, 43.200001, 4786.445801>)
22:7:22 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4660.492188, 43.200005, 4795.770020>)
22:7:23 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4661.354004, 43.199997, 4804.534668>)
22:7:23 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4657.311035, 43.200001, 4804.430176>)
22:7:47 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4656.446777, 43.200001, 4795.090820>)
22:7:48 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4655.587402, 43.200001, 4785.809570>)
22:7:48 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4654.823730, 43.199997, 4777.552734>)
22:7:48 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4654.399902, 43.200001, 4772.962402>)
22:7:48 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4653.544434, 43.199997, 4763.679688>)
22:7:48 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4652.822266, 43.199997, 4755.839844>)
22:7:49 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4651.961426, 43.200001, 4746.496582>)
22:7:49 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4651.212891, 43.199997, 4738.400391>)
22:7:49 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4650.947266, 43.666840, 4735.588867>)
22:7:49 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4649.838867, 43.200001, 4722.990234>)
22:7:49 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4648.958008, 43.200001, 4713.518066>)
22:7:50 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4648.141602, 43.199997, 4704.739258>)
22:7:50 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4647.344727, 43.200001, 4696.173340>)
22:7:50 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4646.463379, 43.200001, 4686.703125>)
22:7:50 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4645.655273, 43.200001, 4678.010742>)
22:7:51 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4644.936035, 43.200001, 4670.263184>)
22:7:51 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4644.169434, 43.200001, 4661.989746>)
22:7:51 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4643.292480, 43.200001, 4652.517090>)
22:7:51 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4642.438477, 43.200001, 4643.304688>)
22:7:52 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4641.605469, 43.200001, 4634.324707>)
22:7:52 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4640.815918, 43.200005, 4625.821777>)
22:7:53 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4640.931152, 43.200001, 4634.698242>)
22:7:53 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4641.208008, 43.200001, 4643.922852>)
22:7:54 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4643.756836, 43.200001, 4657.389648>)
22:7:55 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4645.091797, 43.199997, 4673.378418>)
22:7:55 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4655.737793, 43.200016, 4760.773438>)
22:7:56 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4664.280273, 43.199989, 4838.571777>)
22:7:56 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4671.867188, 43.383728, 4907.702148>)
22:7:56 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4676.683105, 44.129513, 4951.507324>)
22:7:58 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4676.249023, 44.949406, 4960.785156>)
22:7:58 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4672.580078, 45.807438, 4965.894043>)
22:7:59 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4668.286133, 46.474148, 4971.982422>)
22:7:59 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4667.110352, 46.532063, 4982.103027>)
22:8:2 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4669.920410, 46.529991, 4974.859375>)
22:8:9 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4662.556152, 43.350273, 4911.087402>)
22:8:9 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4659.799316, 43.200008, 4887.301758>)
22:8:9 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4657.271484, 43.200012, 4865.495117>)
22:8:9 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4654.744629, 43.200008, 4843.679688>)
22:8:10 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4652.219727, 43.200005, 4821.857422>)
22:8:10 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4649.692871, 43.200005, 4800.038574>)
22:8:11 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4649.219727, 43.200001, 4783.436523>)
22:8:11 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4648.976563, 43.200001, 4767.177246>)
22:8:11 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4650.044434, 43.200001, 4750.672363>)
22:8:12 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4651.142090, 43.341339, 4735.832031>)
22:8:12 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4652.091797, 43.200001, 4715.630859>)
22:8:12 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4648.492188, 43.199997, 4700.167480>)
22:8:13 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4644.884766, 43.200001, 4684.702148>)
22:8:13 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4641.276855, 43.199997, 4669.243164>)
22:8:14 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4640.059082, 43.200001, 4663.019531>)
22:8:55 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4645.882324, 43.200001, 4678.633301>)
22:8:55 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4646.646973, 43.199997, 4691.474121>)
22:8:55 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4647.409180, 43.199997, 4704.316895>)
22:8:55 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4648.170410, 43.200001, 4717.161621>)
