=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-12-13_17-4-22
====================================================================================
17:4:22 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
17:4:22 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
17:4:22 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
17:4:22 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
17:4:22 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
17:4:22 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
17:4:22 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
17:4:22 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
17:4:22 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
17:4:22 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
17:4:22 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
17:4:22 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
17:4:22 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
17:4:22 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
17:4:22 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
17:4:22 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
17:4:22 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
17:4:22 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
17:4:22 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
17:4:22 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
17:4:22 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
17:4:22 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
17:4:22 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
17:4:22 | [PermissionManager] Perm (MenuBansManager) has been registered!
17:4:22 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
17:4:22 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
17:4:22 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
17:4:22 | [PermissionManager] Perm (MenuWebHooks) has been registered!
17:4:22 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
17:4:22 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
17:4:22 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
17:4:22 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
17:4:22 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
17:4:22 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
17:4:22 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
17:4:22 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
17:4:22 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
17:4:22 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
17:4:22 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
17:4:22 | [PermissionManager] Perm (EspToolsMenu) has been registered!
17:4:22 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
17:4:22 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
17:4:22 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
17:4:22 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
17:4:22 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
17:4:22 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
17:4:22 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
17:4:22 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
17:4:22 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
17:4:22 | [PermissionManager] Adding Super Admin (76561198378002588)
17:4:22 | [PermissionManager] Adding Super Admin (76561198074746423)
17:4:22 | [PermissionManager] Adding Super Admin (76561199830923778)
17:4:22 | [PermissionManager] Adding Super Admin (76561198066706228)
17:4:22 | [PermissionManager] Loaded UserGroups.json
17:4:22 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
17:4:22 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
17:4:22 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
17:4:22 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
17:4:22 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
17:4:22 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
17:4:22 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
17:4:22 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
17:4:22 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
17:4:22 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
17:4:22 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
17:4:22 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
17:4:22 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
17:4:22 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
17:4:22 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
17:4:22 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
17:4:22 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
17:4:22 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
17:4:22 | Building Sets Loaded: 1
17:4:22 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
17:6:39 | Player "Skullcruncher32" (steamId=76561198378002588) connected to server!
17:7:36 | "Skullcruncher32" (steamid=76561198378002588) toggled godmode
17:8:13 | "76561198378002588" (steamid=76561198378002588) teleported to (pos=<6709.140137, 46.689999, 5428.419922>)
17:8:13 | "Skullcruncher32": (steamid=76561198378002588) teleported to (pos=6709.14,0,5428.42)
17:11:29 | "76561198378002588" (steamid=76561198378002588) teleported to (pos=<12166.299805, 22.036549, 7888.770020>)
17:11:29 | "Skullcruncher32": (steamid=76561198378002588) teleported to (pos=12166.3,0,7888.77)
17:11:42 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<12164.371094, 22.036552, 7879.797363>)
17:11:42 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<12163.801758, 22.036552, 7870.753418>)
17:11:43 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<12163.647461, 22.036549, 7861.537109>)
17:11:43 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<12163.144531, 22.036551, 7848.892578>)
17:11:43 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<12162.633789, 22.036549, 7835.834473>)
17:11:43 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<12162.122070, 22.036547, 7822.776855>)
17:11:44 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<12162.448242, 22.036547, 7809.903809>)
17:11:44 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<12163.196289, 22.036549, 7797.323242>)
17:11:45 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<12163.141602, 22.036549, 7787.319824>)
17:11:46 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<12162.983398, 22.036549, 7777.175781>)
17:11:46 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<12162.700195, 22.036551, 7772.628906>)
17:11:46 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<12161.781250, 22.036549, 7762.371094>)
17:12:59 | "76561198378002588" (steamid=76561198378002588) teleported to (pos=<6971.029785, 20.101488, 1317.510010>)
17:12:59 | "Skullcruncher32": (steamid=76561198378002588) teleported to (pos=6971.03,0,1317.51)
17:13:4 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<6995.846680, 19.980000, 1328.802246>)
17:13:5 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<7012.307617, 19.980005, 1342.386597>)
17:13:6 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<7006.884766, 19.980000, 1345.548706>)
17:13:7 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<7005.567871, 19.980001, 1351.549438>)
17:13:8 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<7005.764160, 19.979998, 1354.370117>)
17:16:45 | "76561198378002588" (steamid=76561198378002588) teleported to (pos=<1857.530029, 2.960000, 2565.770020>)
17:16:45 | "Skullcruncher32": (steamid=76561198378002588) teleported to (pos=1857.53,0,2565.77)
17:16:50 | "76561198378002588" (steamid=76561198378002588) teleported to (pos=<2133.229980, 2.960000, 2551.899902>)
17:16:50 | "Skullcruncher32": (steamid=76561198378002588) teleported to (pos=2133.23,0,2551.9)
17:16:55 | "76561198378002588" (steamid=76561198378002588) teleported to (pos=<2332.449951, 32.334175, 2488.090088>)
17:16:55 | "Skullcruncher32": (steamid=76561198378002588) teleported to (pos=2332.45,0,2488.09)
17:17:5 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2363.383545, 31.946693, 2480.660645>)
17:17:5 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2372.815674, 31.560001, 2476.968750>)
17:17:5 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2378.281982, 31.559999, 2474.720947>)
17:17:6 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2386.890625, 31.559999, 2471.239258>)
17:17:6 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2387.829590, 32.965977, 2471.024902>)
17:17:6 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2402.928711, 31.559998, 2466.947998>)
17:17:7 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2410.347412, 31.559998, 2463.043457>)
17:17:7 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2416.885010, 31.559998, 2459.714600>)
17:17:8 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2424.262939, 31.559999, 2456.488281>)
17:17:8 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2429.114258, 31.559999, 2454.434082>)
17:17:8 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2436.824219, 31.559999, 2451.129883>)
17:17:8 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2439.603760, 31.559999, 2449.985107>)
17:17:9 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2448.146484, 31.560001, 2447.361572>)
17:17:9 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2455.499756, 31.559992, 2441.062988>)
17:17:10 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2454.988525, 31.559999, 2435.636719>)
17:17:10 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2453.854736, 31.560003, 2430.084229>)
17:19:59 | "Skullcruncher32" (steamid=76561198378002588) gave unlimited ammo to (steamid=76561198378002588)
17:20:11 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2437.183350, 31.559999, 2451.230225>)
17:20:12 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2422.481201, 31.560005, 2457.157715>)
17:20:13 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2410.575928, 31.559998, 2462.127686>)
17:20:14 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2399.701904, 31.559998, 2467.225342>)
17:20:14 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2391.043701, 31.559999, 2472.504150>)
17:20:15 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2380.304932, 31.559998, 2474.303711>)
17:20:16 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2370.312744, 31.560001, 2475.728027>)
17:20:16 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2361.272705, 31.559998, 2479.155273>)
17:21:57 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2337.015137, 32.180500, 2491.042236>)
17:21:57 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2332.038574, 32.520435, 2492.840088>)
17:21:57 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2331.344727, 32.572838, 2493.090088>)
17:21:57 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2326.886475, 32.904800, 2494.699951>)
17:21:57 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2325.234375, 33.022438, 2495.254639>)
17:21:58 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2320.600098, 33.391155, 2496.748535>)
17:21:58 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2317.192139, 33.661682, 2497.866943>)
17:21:58 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2310.716064, 34.146683, 2499.695313>)
17:21:59 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2307.671875, 34.361057, 2500.614990>)
17:21:59 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2301.692627, 34.776527, 2502.317627>)
17:21:59 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2295.480957, 35.139294, 2504.192627>)
17:22:0 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2288.503662, 35.335915, 2506.296143>)
17:22:0 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2281.889404, 35.367481, 2508.288330>)
17:22:0 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2279.178711, 35.369999, 2509.106201>)
17:22:1 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2271.223145, 35.369995, 2511.504395>)
17:22:1 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2270.064453, 36.644318, 2512.102051>)
17:22:2 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2256.523193, 35.370007, 2516.167725>)
17:22:2 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2248.574219, 35.369999, 2518.564453>)
17:22:5 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2250.023682, 35.369999, 2526.523926>)
17:22:5 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2251.477295, 35.369995, 2534.504883>)
17:22:6 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2254.821289, 35.369999, 2542.200439>)
17:22:6 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2258.070557, 35.369995, 2549.614990>)
17:22:7 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2259.804688, 35.369999, 2553.576904>)
17:22:7 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2262.849365, 35.369995, 2561.257324>)
17:22:9 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2269.835205, 35.370003, 2561.591797>)
17:22:9 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2276.784180, 35.369999, 2559.772949>)
17:22:9 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2281.203369, 35.370003, 2558.401123>)
17:22:10 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2287.332275, 35.369995, 2556.156494>)
17:22:10 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2293.130859, 35.451435, 2553.949219>)
17:22:10 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2295.288086, 35.490067, 2553.128662>)
17:22:10 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2300.703613, 35.649628, 2551.067139>)
17:22:11 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2300.833008, 35.653435, 2551.018066>)
17:22:11 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2306.478027, 35.778320, 2548.942139>)
17:22:11 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2312.233643, 35.821545, 2547.288330>)
17:22:11 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2318.783203, 35.801498, 2545.427002>)
17:22:12 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2323.135986, 36.155476, 2547.019531>)
17:22:12 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2327.537598, 36.459499, 2551.078125>)
17:22:13 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2329.519287, 36.916397, 2554.597656>)
17:22:13 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2330.592285, 37.774666, 2558.719727>)
17:22:14 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2330.330811, 37.699322, 2565.056885>)
17:22:14 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2329.890625, 37.595634, 2570.604980>)
17:22:15 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2329.199951, 36.911369, 2576.552734>)
17:22:15 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2328.587646, 35.419655, 2588.027100>)
17:22:15 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2328.882568, 35.418926, 2595.927734>)
17:22:15 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2330.208496, 35.832054, 2601.080811>)
17:22:16 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2330.735107, 36.022385, 2602.659668>)
17:22:16 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2333.376953, 36.815445, 2606.926514>)
17:22:16 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2335.090088, 37.299591, 2609.744629>)
17:22:16 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2339.268311, 37.912117, 2616.571289>)
17:22:17 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2342.544678, 38.079639, 2621.929199>)
17:22:17 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2346.017822, 38.138084, 2627.514648>)
17:22:18 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2349.516357, 38.160004, 2633.144287>)
17:22:23 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2333.755371, 38.144512, 2636.686279>)
17:22:24 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2324.295898, 38.146564, 2639.805664>)
17:22:24 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2313.762695, 38.137768, 2643.187256>)
17:22:24 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2308.666016, 38.139297, 2644.823730>)
17:22:24 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2298.423340, 38.141579, 2648.113037>)
17:22:25 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2293.230713, 38.136765, 2649.780029>)
17:22:25 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2282.731445, 38.132359, 2653.153076>)
17:22:26 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2278.024414, 38.096405, 2654.502930>)
17:22:37 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2287.630371, 38.159996, 2684.746338>)
17:22:37 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2291.849365, 38.160000, 2694.392334>)
17:22:37 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2293.358887, 38.160004, 2697.852539>)
17:22:38 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2297.091797, 38.289482, 2706.387695>)
17:22:38 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2303.852539, 38.160000, 2713.542969>)
17:22:39 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2312.726563, 38.160000, 2712.404297>)
17:22:39 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2317.353271, 38.160000, 2710.826172>)
17:22:39 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2322.041992, 38.159992, 2708.317871>)
17:22:39 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2325.078125, 38.160004, 2705.980957>)
17:22:40 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2333.797852, 38.160004, 2701.117920>)
17:22:40 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2344.847656, 38.160004, 2696.405518>)
17:22:41 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2355.393799, 38.160000, 2693.142334>)
17:22:41 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2365.478516, 38.160000, 2690.263672>)
17:22:41 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2375.055420, 38.159996, 2687.524170>)
17:22:42 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2385.343262, 38.159996, 2684.582275>)
17:22:42 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2392.993408, 38.159996, 2682.395020>)
17:22:42 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2403.139648, 38.160000, 2679.492432>)
17:22:43 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2413.422363, 38.160000, 2676.551025>)
17:22:43 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2423.647949, 38.159996, 2673.626709>)
17:22:44 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2431.004150, 38.160000, 2671.522461>)
17:22:44 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2441.199219, 38.160000, 2668.606934>)
17:22:44 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2446.445557, 38.160000, 2667.106445>)
17:22:44 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2456.326416, 38.159996, 2664.280273>)
17:22:44 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2459.008789, 38.159996, 2663.513184>)
17:22:45 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2468.507813, 38.160000, 2660.796387>)
17:22:45 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2474.247314, 38.159996, 2658.967773>)
17:22:45 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2485.477051, 38.160004, 2655.201660>)
17:22:45 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2499.359619, 38.160004, 2649.870117>)
17:22:46 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2499.359863, 38.160004, 2649.870361>)
17:22:46 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2513.242432, 38.160000, 2644.539551>)
17:22:46 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2527.125000, 38.160000, 2639.209473>)
17:22:47 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2540.562988, 38.160000, 2634.414551>)
17:22:47 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2554.001465, 38.160000, 2629.618652>)
17:22:48 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2558.914795, 38.160004, 2628.702393>)
17:22:51 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2590.696777, 38.160000, 2621.041504>)
17:22:51 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2622.478760, 38.160007, 2613.381348>)
17:22:51 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2607.472900, 38.160004, 2616.215820>)
17:22:51 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2605.572266, 38.160000, 2616.255615>)
17:22:52 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2605.572266, 38.160004, 2616.256348>)
17:22:52 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2620.450439, 38.160004, 2611.468994>)
17:22:52 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2635.330566, 38.160000, 2606.681152>)
17:22:53 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2650.211426, 38.160004, 2601.892822>)
17:22:53 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2650.211182, 38.160000, 2601.892334>)
