=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-12-15_16-6-7
====================================================================================
16:6:7 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
16:6:7 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
16:6:7 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
16:6:7 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
16:6:7 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
16:6:7 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
16:6:7 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
16:6:7 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
16:6:7 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
16:6:7 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
16:6:7 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
16:6:7 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
16:6:7 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
16:6:7 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
16:6:7 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
16:6:7 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
16:6:7 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
16:6:7 | [PermissionManager] Perm (MenuBansManager) has been registered!
16:6:7 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
16:6:7 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
16:6:7 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
16:6:7 | [PermissionManager] Perm (MenuWebHooks) has been registered!
16:6:7 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
16:6:7 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
16:6:7 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
16:6:7 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
16:6:7 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
16:6:7 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
16:6:7 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
16:6:7 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
16:6:7 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
16:6:7 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
16:6:7 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
16:6:7 | [PermissionManager] Perm (EspToolsMenu) has been registered!
16:6:7 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
16:6:7 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
16:6:7 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
16:6:7 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
16:6:7 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
16:6:7 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
16:6:7 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
16:6:7 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
16:6:7 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
16:6:7 | [PermissionManager] Adding Super Admin (76561198378002588)
16:6:7 | [PermissionManager] Adding Super Admin (76561198074746423)
16:6:7 | [PermissionManager] Adding Super Admin (76561199830923778)
16:6:7 | [PermissionManager] Adding Super Admin (76561198066706228)
16:6:7 | [PermissionManager] Loaded UserGroups.json
16:6:7 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
16:6:7 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
16:6:7 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
16:6:7 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
16:6:7 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
16:6:7 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
16:6:7 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
16:6:7 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
16:6:7 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
16:6:7 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
16:6:7 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
16:6:7 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
16:6:7 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
16:6:7 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
16:6:7 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
16:6:7 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
16:6:7 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
16:6:7 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
16:6:7 | Building Sets Loaded: 1
16:6:7 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
16:9:44 | Player "Skullcruncher32" (steamId=76561198378002588) connected to server!
16:10:1 | "Skullcruncher32" (steamid=76561198378002588) toggled godmode
16:10:20 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<5972.758301, 2.623133, 13508.552734>)
16:10:21 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<5960.106445, 2.623133, 13506.395508>)
16:10:21 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<5946.866699, 2.623132, 13504.387695>)
16:10:21 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<5931.818848, 2.623133, 13503.030273>)
16:10:21 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<5916.764648, 2.623133, 13501.751953>)
16:10:21 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<5907.310547, 2.623128, 13503.395508>)
16:10:49 | "76561198378002588" (steamid=76561198378002588) teleported to (pos=<3436.110107, 2.351156, 11225.599609>)
16:10:49 | "Skullcruncher32": (steamid=76561198378002588) teleported to (pos=3436.11,0,11225.6)
16:10:53 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3425.459473, 2.623133, 11244.733398>)
16:10:54 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3421.856445, 2.623133, 11261.132813>)
16:10:54 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3418.158936, 2.623133, 11277.944336>)
16:10:54 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3419.489746, 2.623133, 11292.833008>)
16:10:55 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3420.820801, 2.623133, 11307.719727>)
16:10:55 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3422.421143, 2.623132, 11322.576172>)
16:10:55 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3422.762207, 3.937318, 11325.549805>)
16:10:56 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3426.999023, 2.694787, 11349.759766>)
16:10:56 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3429.093994, 2.997235, 11361.231445>)
16:10:56 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3428.106934, 3.392215, 11369.704102>)
16:10:57 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3426.614502, 3.073125, 11381.590820>)
16:10:57 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3425.302002, 3.067726, 11392.455078>)
16:10:57 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3430.798340, 2.631244, 11406.578125>)
16:10:58 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3436.128174, 2.623133, 11416.553711>)
16:10:58 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3442.698242, 2.623131, 11429.744141>)
16:10:58 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3448.324463, 2.713683, 11443.068359>)
16:10:58 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3451.516357, 2.623133, 11458.017578>)
16:10:58 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3453.440918, 2.623132, 11471.665039>)
16:10:59 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3455.333984, 2.623133, 11485.318359>)
16:10:59 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3457.227295, 2.623122, 11498.972656>)
16:10:59 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3458.165771, 3.464769, 11505.667969>)
16:11:0 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3458.555908, 3.921266, 11508.930664>)
16:11:0 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3461.338623, 2.623131, 11532.877930>)
16:11:1 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3462.904541, 2.623132, 11546.286133>)
16:11:1 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3464.469727, 2.623146, 11559.700195>)
16:11:1 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3464.468018, 2.623127, 11559.706055>)
16:11:2 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3460.409180, 2.623133, 11575.923828>)
16:11:2 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3456.562744, 2.833168, 11590.556641>)
16:11:2 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3457.262451, 2.623114, 11604.940430>)
16:11:2 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3458.937256, 2.623133, 11619.659180>)
16:11:2 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3460.276367, 2.653429, 11634.321289>)
16:11:3 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3461.280518, 2.623133, 11650.874023>)
16:11:3 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3462.102295, 2.623133, 11666.171875>)
16:11:3 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3463.041016, 2.623133, 11683.666016>)
16:11:3 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3464.142822, 2.622830, 11703.370117>)
16:11:3 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3464.142822, 2.622830, 11703.373047>)
16:11:3 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3464.142090, 2.622829, 11703.378906>)
16:11:4 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3464.140137, 2.622829, 11703.385742>)
16:11:4 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3466.089111, 2.605831, 11730.736328>)
16:11:5 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3467.947510, 2.619421, 11758.201172>)
16:11:5 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3469.925537, 2.851086, 11783.910156>)
16:11:5 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3472.619873, 2.623097, 11817.876953>)
16:11:5 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3474.989502, 2.623132, 11847.716797>)
16:11:5 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3477.359375, 2.623132, 11877.555664>)
16:11:8 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4432.406738, 509.146301, 12084.909180>)
16:11:12 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<5353.469238, 81.818604, 12506.736328>)
16:11:14 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<6087.064453, 155.687271, 13323.274414>)
16:11:19 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<6004.405273, 2.446747, 13575.049805>)
16:11:21 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<5501.443848, 509.863129, 14412.452148>)
16:11:24 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4516.241699, 53.241547, 14584.663086>)
16:11:30 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3479.064941, 79.318878, 14950.461914>)
16:11:31 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2439.177734, 94.943382, 15309.011719>)
16:11:32 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1341.084839, 92.089867, 15374.870117>)
16:11:33 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<241.965820, 76.204391, 15417.110352>)
16:11:34 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<216.534912, 60.458450, 14113.274414>)
16:11:35 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<215.580826, 62.417686, 14112.219727>)
16:11:36 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<-629.454224, 259.757294, 13435.655273>)
16:11:37 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<-86.108276, 272.466034, 12479.204102>)
16:11:38 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<49.351952, 200.625488, 11389.975586>)
16:11:42 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<48.098743, 142.649094, 10291.517578>)
16:11:46 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1042.644897, 209.933670, 10757.028320>)
16:11:47 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2079.687988, 197.762131, 11123.767578>)
16:11:52 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2290.211426, 48.906044, 10994.484375>)
16:12:9 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2365.673828, 2.623135, 10823.487305>)
16:12:10 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2368.894043, 2.623132, 10816.147461>)
16:12:10 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2372.256836, 2.623131, 10808.432617>)
16:12:10 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2375.289063, 2.623136, 10800.620117>)
16:12:11 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2377.823730, 2.623132, 10791.011719>)
16:12:11 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2380.205811, 2.623131, 10780.257813>)
16:12:11 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2381.722168, 2.623131, 10773.670898>)
16:12:12 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2383.297363, 2.623133, 10763.756836>)
16:12:15 | "Skullcruncher32" (steamid=76561198378002588) toggled freecam
16:12:36 | "Skullcruncher32" (steamid=76561198378002588) toggled freecam
16:12:50 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2369.252686, 2.623133, 10766.357422>)
16:12:51 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2356.973145, 2.623133, 10766.439453>)
16:12:51 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2344.691650, 2.623133, 10766.520508>)
16:12:51 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2332.407715, 2.623133, 10766.598633>)
16:12:51 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2321.713135, 2.623129, 10767.727539>)
16:12:52 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2313.498047, 2.623144, 10772.779297>)
16:13:59 | "Skullcruncher32" (steamid=76561198378002588) gave unlimited ammo to (steamid=76561198378002588)
16:14:22 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2302.474609, 2.623132, 10748.679688>)
16:14:22 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2300.913330, 2.623132, 10728.308594>)
16:14:22 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2299.352539, 2.623133, 10707.938477>)
16:14:23 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2298.743164, 2.623133, 10689.015625>)
16:14:23 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2298.487061, 2.623133, 10671.215820>)
16:14:24 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2298.402832, 2.623133, 10653.668945>)
16:14:24 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2299.155518, 3.223660, 10644.106445>)
16:14:24 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2304.122314, 2.723938, 10625.813477>)
16:14:25 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2309.915039, 2.623090, 10612.815430>)
16:14:25 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2314.816895, 2.623135, 10600.140625>)
16:14:25 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2318.462158, 2.623133, 10587.051758>)
16:14:25 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2320.032715, 2.623133, 10572.749023>)
16:14:25 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2321.385498, 2.623133, 10558.388672>)
16:26:9 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_SkullHood)
16:26:16 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_SkullHood)
16:26:22 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_SkullHood)
16:27:37 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Raider_Vest_Base)
16:27:38 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Raider_Helmet_Base)
16:27:39 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Raider_Gloves_Base)
16:27:40 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Raider_Legprotectors_Base)
16:27:41 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Raider_Armprotectors_Base)
16:27:42 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Raider_Boots_Base)
16:28:24 | "Skullcruncher32" (steamid=76561198378002588) toggled freecam
16:28:30 | "Skullcruncher32" (steamid=76561198378002588) toggled freecam
16:29:23 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Scrapvisor_Rust)
16:34:49 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_FirefighterAxe_Rust)
16:39:22 | "Skullcruncher32" (steamid=76561198378002588) deleted object "CDAJ_Vest_TacTecV2_Full_Med_MCB" (pos=<2327.241943, 2.623751, 10532.455078>)
16:39:23 | "Skullcruncher32" (steamid=76561198378002588) deleted object "CDAJ_OCV2_Boots_Black" (pos=<2327.241943, 2.623133, 10532.455078>)
16:39:24 | "Skullcruncher32" (steamid=76561198378002588) deleted object "nm_Raider_Armprotectors_Base" (pos=<2327.241943, 2.621958, 10532.455078>)
16:39:25 | "Skullcruncher32" (steamid=76561198378002588) deleted object "CDAJ_Deadmouse_ERDL" (pos=<2327.241943, 2.615475, 10532.455078>)
16:39:26 | "Skullcruncher32" (steamid=76561198378002588) deleted object "CDAJ_OCV2_WarBelt_Black" (pos=<2327.241943, 2.623133, 10532.455078>)
16:39:27 | "Skullcruncher32" (steamid=76561198378002588) deleted object "CDAJ_Mechanix_Gloves_BlackRed" (pos=<2327.241943, 2.624986, 10532.455078>)
16:39:28 | "Skullcruncher32" (steamid=76561198378002588) deleted object "nm_SkullHood" (pos=<2327.241943, 2.645015, 10532.455078>)
16:39:30 | "Skullcruncher32" (steamid=76561198378002588) deleted object "nm_FirefighterAxe_Rust" (pos=<2326.204590, 2.719306, 10529.933594>)
16:39:32 | "Skullcruncher32" (steamid=76561198378002588) deleted object "RA_BodyBag" (pos=<2323.664795, 2.626610, 10531.043945>)
16:39:34 | "Skullcruncher32" (steamid=76561198378002588) deleted object "RA_BodyBag" (pos=<2324.768311, 2.967273, 10533.547852>)
16:40:9 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2324.547852, 2.623133, 10522.067383>)
16:40:9 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2321.945801, 2.623135, 10511.175781>)
16:40:9 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2319.343994, 2.623136, 10500.286133>)
16:40:9 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2316.742188, 2.623135, 10489.396484>)
16:40:9 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2314.259521, 2.623134, 10478.096680>)
16:40:10 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2311.787842, 2.623133, 10466.791016>)
16:40:10 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2309.275391, 2.623134, 10455.290039>)
16:40:10 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2306.765137, 2.623133, 10443.784180>)
16:40:10 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2304.257568, 2.623133, 10432.273438>)
16:40:53 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2304.376709, 2.623130, 10424.673828>)
16:40:53 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2306.782471, 2.623131, 10437.993164>)
16:40:54 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2309.242432, 2.623133, 10451.435547>)
16:40:54 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2311.869385, 2.623132, 10465.253906>)
16:40:54 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2311.876953, 2.623132, 10465.278320>)
16:40:54 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2311.881104, 2.623132, 10465.282227>)
16:40:54 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2314.509277, 2.623132, 10479.098633>)
16:40:54 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2314.518311, 2.623132, 10479.120117>)
16:40:55 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2317.154053, 2.623122, 10492.940430>)
16:40:55 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2319.798096, 2.623130, 10506.772461>)
16:40:55 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2322.443115, 2.623131, 10520.602539>)
16:40:55 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2325.088135, 2.623133, 10534.433594>)
16:40:58 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2328.070313, 2.623133, 10553.433594>)
16:40:59 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2328.774414, 2.623133, 10563.812500>)
16:40:59 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2327.777588, 2.623133, 10569.353516>)
16:40:59 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2325.936035, 2.623131, 10580.923828>)
16:40:59 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2323.264648, 2.623132, 10592.458984>)
16:40:59 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2319.476318, 2.623129, 10603.449219>)
16:41:0 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2315.366455, 2.623132, 10614.806641>)
16:41:0 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2315.344238, 2.623134, 10614.799805>)
16:41:0 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2311.250977, 2.639674, 10626.041992>)
16:41:0 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2307.071533, 2.623135, 10637.511719>)
16:41:0 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2302.930420, 2.623137, 10648.869141>)
16:41:0 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2298.784912, 2.623135, 10660.228516>)
