=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-11-29_20-44-0
====================================================================================
20:44:0 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
20:44:0 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
20:44:0 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
20:44:0 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
20:44:0 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
20:44:0 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
20:44:0 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
20:44:0 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
20:44:0 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
20:44:0 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
20:44:0 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
20:44:0 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
20:44:0 | [PermissionManager] Perm (EspToolsMenu) has been registered!
20:44:0 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
20:44:0 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
20:44:0 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
20:44:0 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
20:44:0 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
20:44:0 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
20:44:0 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
20:44:0 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
20:44:0 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
20:44:0 | [PermissionManager] Adding Super Admin (76561198378002588)
20:44:0 | [PermissionManager] Adding Super Admin (76561198074746423)
20:44:0 | [PermissionManager] Adding Super Admin (76561199830923778)
20:44:0 | [PermissionManager] Loaded UserGroups.json
20:44:0 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
20:44:0 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
20:44:0 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
20:44:0 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
20:44:0 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
20:44:0 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
20:44:0 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
20:44:0 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
20:44:0 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
20:44:0 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
20:44:0 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
20:44:0 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
20:44:0 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
20:44:0 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
20:44:0 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
20:44:0 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
20:44:0 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
20:44:0 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
20:44:0 | Building Sets Loaded: 1
20:44:0 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
20:46:38 | Player "Skullcruncher32" (steamId=76561198378002588) connected to server!
20:47:18 | "Skullcruncher32" (steamid=76561198378002588) toggled godmode
20:47:19 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3289.160645, 59.634869, 1931.847412>)
20:47:20 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3294.003174, 59.905094, 1930.484131>)
20:49:20 | "Skullcruncher32" (steamid=76561198378002588) toggled godmode
20:49:24 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3252.922119, 50.303169, 1997.996582>)
20:49:29 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2816.304443, 986.207153, 2347.031494>)
20:50:3 | Player "Shrapnel" (steamId=76561198066706228) connected to server!
20:50:51 | [VPPItemManager]:: SpawnItemPreset(): WARNING! preset: gear has no parrent!
20:50:51 | "Skullcruncher32" (steamid=76561198378002588) spawned preset: (gear)
20:52:52 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (EFT_bag_PillBox)
20:53:3 | [VPPItemManager]:: SpawnItemPreset(): WARNING! preset: M4 has no parrent!
20:53:3 | "Skullcruncher32" (steamid=76561198378002588) spawned preset: (M4)
20:53:21 | "Skullcruncher32" (steamid=76561198378002588) deleted object "AJW_Mag_STANAG_100Rnd" (pos=<2275.261475, 2.661564, 10793.229492>)
20:53:29 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (AJW_Mag_STANAG_100Rnd)
20:53:29 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (AJW_Mag_STANAG_100Rnd)
20:55:57 | "Skullcruncher32" (steamid=76561198378002588) just updated a health stat on (steamid=76561198378002588)
20:55:59 | "Skullcruncher32" (steamid=76561198378002588) just updated a health stat on (steamid=76561198378002588)
20:56:0 | "Skullcruncher32" (steamid=76561198378002588) just updated a health stat on (steamid=76561198378002588)
20:56:39 | "Skullcruncher32" (steamid=76561198378002588) gave unlimited ammo to (steamid=76561198378002588)
20:58:11 | "Skullcruncher32" (steamid=76561198378002588) toggled godmode
20:58:14 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:58:18 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:58:20 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:58:20 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:58:20 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:58:20 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:58:33 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:58:35 | "Skullcruncher32" (steamid=76561198378002588) just updated a health stat on (steamid=76561198378002588)
20:58:41 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:58:59 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:1 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:1 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:1 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:1 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:2 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:2 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:2 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:2 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:2 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:2 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:3 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:3 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:3 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:3 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:3 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:3 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:3 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:4 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:4 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:4 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:6 | "Skullcruncher32" (steamid=76561198378002588) just updated a health stat on (steamid=76561198378002588)
20:59:6 | "Skullcruncher32" (steamid=76561198378002588) just updated a health stat on (steamid=76561198378002588)
20:59:7 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:7 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:7 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:7 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:8 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:8 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:8 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:8 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:8 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:8 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:8 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:9 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:9 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:9 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:9 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:9 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:9 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:10 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:10 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:10 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:11 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:11 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:12 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:12 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:12 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:12 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:12 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:12 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:13 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:13 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:13 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:13 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:13 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:13 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:14 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:14 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:14 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:14 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:14 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:14 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:14 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:15 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:15 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:15 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:15 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:15 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:16 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:16 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:16 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:17 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:17 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:18 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:18 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:18 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:18 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:18 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:18 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:19 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:19 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:19 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:19 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:21 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:22 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:22 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:23 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:23 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:23 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:23 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
20:59:23 | "Skullcruncher32" (steamid=76561198378002588) healed player (steamid=76561198378002588)
21:0:2 | "Skullcruncher32" (steamid=76561198378002588) executed kill command on: "76561198066706228"
21:0:24 | [VPPItemManager]:: SpawnItemPreset(): WARNING! preset: M4 has no parrent!
21:0:24 | "Skullcruncher32" (steamid=76561198378002588) spawned preset: (M4)
21:0:26 | [VPPItemManager]:: SpawnItemPreset(): WARNING! preset: gear has no parrent!
21:0:26 | "Skullcruncher32" (steamid=76561198378002588) spawned preset: (gear)
21:0:42 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (EFT_bag_Kakashka)
21:0:47 | "Skullcruncher32" (steamid=76561198378002588) edited preset: (gear)
21:1:44 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (AJW_Mag_STANAG_100Rnd)
21:3:28 | "Skullcruncher32" (steamid=76561198378002588) toggled godmode
21:3:30 | "Skullcruncher32" (steamid=76561198378002588) toggled godmode
21:4:0 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4389.792969, 2.623131, 14494.268555>)
21:4:1 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4390.948242, 2.623135, 14501.610352>)
21:4:1 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4392.075684, 2.623134, 14508.775391>)
21:4:1 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4393.420898, 2.623130, 14514.990234>)
21:4:2 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4396.092285, 2.623132, 14521.410156>)
21:4:2 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4402.290527, 2.623118, 14527.926758>)
21:4:3 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4402.671387, 2.623133, 14534.750000>)
21:4:3 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4403.312988, 2.623133, 14555.467773>)
21:4:4 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4403.715820, 2.623133, 14570.169922>)
21:4:4 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<4404.114258, 2.623133, 14584.292969>)
21:4:36 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2455.116943, 106.050140, 13539.872070>)
21:4:36 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2460.521973, 106.050140, 13543.480469>)
21:4:37 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2462.982666, 106.050133, 13546.713867>)
21:4:37 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2466.970215, 106.050156, 13551.875000>)
21:4:37 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2466.425293, 106.050117, 13553.476563>)
21:4:37 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2470.246094, 106.050140, 13560.500000>)
21:4:37 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2472.780029, 106.050140, 13564.995117>)
21:4:38 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2477.494141, 106.050148, 13572.868164>)
21:4:38 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2481.282227, 106.050179, 13579.197266>)
21:4:38 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2486.001221, 106.050148, 13587.080078>)
21:4:38 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2489.553955, 106.050095, 13593.012695>)
21:4:38 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2494.225342, 106.050148, 13600.810547>)
21:4:39 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2498.451416, 106.050034, 13607.862305>)
21:4:39 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2503.101807, 105.681320, 13615.624023>)
21:4:39 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2507.371094, 105.870155, 13622.624023>)
21:4:39 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2511.226563, 106.006203, 13628.946289>)
21:4:39 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2515.583496, 105.950447, 13636.050781>)
21:4:40 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2518.960205, 106.010048, 13641.566406>)
21:4:40 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2522.734131, 106.038574, 13647.729492>)
21:4:40 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2526.603516, 106.048286, 13654.973633>)
21:4:40 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2528.484131, 106.050156, 13660.208984>)
21:4:41 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2525.604980, 106.040756, 13669.360352>)
21:4:41 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2520.440674, 106.034950, 13677.256836>)
21:4:41 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2516.998535, 106.036209, 13681.202148>)
21:4:42 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2517.219727, 106.035187, 13677.109375>)
21:4:43 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2520.441162, 106.034630, 13673.704102>)
21:4:43 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2523.885986, 106.042297, 13668.772461>)
21:4:43 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2527.504639, 106.050148, 13663.644531>)
21:4:43 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2525.354980, 106.045631, 13659.920898>)
21:4:43 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2523.605957, 106.041893, 13653.878906>)
21:4:44 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2521.232910, 106.034943, 13648.773438>)
21:4:44 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2517.599609, 105.997719, 13640.092773>)
21:4:44 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2515.169678, 105.941872, 13634.323242>)
21:4:44 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2511.254395, 105.964691, 13625.915039>)
21:4:44 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2507.470459, 106.050056, 13618.369141>)
21:4:45 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2502.229248, 106.049965, 13609.678711>)
21:4:45 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2496.805908, 106.050140, 13600.925781>)
21:4:45 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2491.457764, 106.050140, 13592.293945>)
21:4:46 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2486.081299, 106.050148, 13583.614258>)
21:4:46 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2481.049316, 106.050148, 13575.490234>)
21:4:46 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2475.634521, 106.050148, 13566.750000>)
21:4:47 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2475.272461, 106.050148, 13572.036133>)
21:4:48 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2470.659668, 106.050140, 13561.019531>)
21:4:49 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2466.134766, 106.050148, 13555.183594>)
21:4:49 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2463.881348, 106.050148, 13547.379883>)
21:4:50 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2461.442383, 106.050140, 13539.502930>)
21:4:51 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2454.633057, 106.050117, 13532.340820>)
21:4:52 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2448.683105, 106.050148, 13529.707031>)
21:4:52 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2442.258057, 106.050148, 13530.200195>)
21:4:52 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2436.202393, 106.050140, 13530.712891>)
